review,sentiment
"This was a marvelously funny comedy with a great cast. John Ritter and Katey Sagal were perfectly cast as the parents, and the kids were great too. Kaley Cuoco was a good choice to play Bridget, who was sort of a toned-down version of Kelly Bundy from Married with Children. The writing and performances were both first-rate.<br /><br />Sadly, John Ritter died during the series, and it put a damper on things. They had to scramble to change the show and bring in more cast members, and it was obviously an uncomfortable situation, but they handled it well. James Garner was a good addition. It could have lasted longer had Ritter lived.<br /><br />I especially loved it when they brought in Ed O'Neill in a guest spot. That was great.<br /><br />*** out of ****",1
"<br /><br />What is left of Planet Earth is populated by a few poor and starving rag-tag survivors. They must eat bugs and insects, or whatever, after a poison war, or something, has nearly wiped out all human civilization. In these dark times, one of the few people on Earth still able to live in comfort, we will call him the All Knowing Big Boss, has a great quest to prevent some secret spore seeds from being released into the air. It seems that the All Knowing Big Boss is the last person on Earth that knows that these spores even exist. The spores are located far away from any living soul, and they are highly protected by many layers of deadly defense systems. <br /><br />The All Knowing Big Boss wants the secret spores to remain in their secret protected containers. So, he makes a plan to send in a macho action team to remove the spore containers from all of the protective systems and secret location. Sending people to the location of secret spores makes them no longer a secret. Sending people to disable all of the protective systems makes it possible for the spores to be easily released into the air. How about letting sleeping dogs lie?! <br /><br />The one pleasant feature of ENCRYPT is the radiant and elegant Vivian Wu. As the unremarkable macho action team members drop off with mechanically paced predictable timing, engaging Vivian Wu's charm makes acceptable the plot idea of her old employer wanting her so much. She is an object of love, an object of desire -- a very believable concept!<br /><br />Fans of Vivian Wu may want to check out an outstanding B-movie she is in from a couple years back called DINNER RUSH. DINNER RUSH is highly recommended. ENCRYPT is not.",0
"Being a fan of ZaSu Pitts comedies, I thought this one looked like it was worth a try. I was quite disappointed.<br /><br />(The version I saw was on TCM, but consisted only of the Niagara Falls movie; the Miss Polly movie was absent.) The talents of the actors, who give fine performances, is wasted on one of the stupidest stories I have ever had the misfortune of sitting through.<br /><br />Tom Brown (Tom Wilson) surprised me by being the strongest actor in the show, but the spotlight is hogged by Slim Summerville (Sam Sawyer), who, if he has any talent, didn't demonstrate it here.<br /><br />ZaSu Pitts (Elly Sawyer) is great, but doesn't have near big enough a part. The biggest laugh in the movie is when she ends up under Sam under a table.<br /><br />The only one in the movie who has any sense at all is Tom Wilson. Margie (Marjorie Woodworth) is unreasonable in general. While she is physically quite attractive, her personality and attitudes make her completely undesirable. Elly, Sam, and the hotel desk clerk are just complete fools.<br /><br />Sam and Elly give up their honeymoon suite in the crowded hotel for Tom and Margie. But then they take it back. Sam ends up imprisoning Tom and Margie in their room. Most of the movie is them trying to break out, but Sam, using a rifle, always puts them back again.<br /><br />Towards the end comes the worst part. Tom, who is finally about to make good his escape, runs into a minister on a lower floor of the hotel. Now the guy, who, as I said, is the only one in the whole movie who has a head on his shoulders, suddenly, for absolutely no reason at all, decides he has to marry Margie!<br /><br />He drags the minister up to the room he has just escaped from, but Margie doesn't want to marry him. He gives her a kiss, and now, after one kiss, she feels compelled to marry him.<br /><br />Finally, Sam has the nerve to say to Tom, ""You deceived me,"" when practically the only line Tom had to Sam earlier was, ""We're not married,"" to which Sam replied, ""You think I'd believe that?"" <br /><br />Idiotic.",0
"Well, to each his own, but I thought Gibson's Hamlet was the most god-awful rendition I had ever witnessed... as subtly nuanced as a paper bag, and as inspired as a telemarketing call. The only reason I watched the movie through to the end was that I held out hope that either it would get better or become unintentionally funny. No luck.<br /><br />No disrespect for the supporting cast or for Zefferelli's staging, but nothing can make up for the bungling of the main character. I have seen Hamlet well-portrayed as an African prince, as an animated lion, as a rough-and-tumble warrior, as a romantic poet, etc. etc. etc. . But IMHO this portrayal was just a plentiful lack of wit together with most weak hams.",0
"Yes, this film is another remake. Yes, this film can be considered a chick-flick. And yes, this film is not perfect. The Women is however a clever modern update on the social behaviors of all women, with an impressive cast of A-listers including Meg Ryan, Debra Messing, Annette Benning and Bette Midler.<br /><br />The film revolves around four main characters, Mary (Ryan), her best friend, editor-in-chief, Sylvie (Benning), Alex (Jada Pinkett-Smith) and Edie (Debra Messing) and the out-of-this-world female creature who is responsible for most of the film's drama,named Crystal (Eva Mendez). Mary is trying to deal with her cheating husband (who's never actually seen in the film), by following the advice of both her friends and her mother (Candice Bergen).<br /><br />Aside from Mary, there's Sylvie who's torn between her social life and her professional life. She has decisions to make that test her moral and ethic values. Then there's writer Alex who's a lesbian, with a lot of spunk, but knows her way with words. And finally Edie with four girls and another baby on the way, who loves children and has a heart of gold, with a hidden secret revealed at the end.<br /><br />Together the women live for revenge, rely on each other, and give each other life lessons. But it's the cameos by Bette Midler, Candice Bergen, Cloris Leachman, Carrie Fisher, and Debi Mazar, that show the cruel and usual behavior of women. Bergen plays Ryan's mother, she's tough, silver-tongued, experienced, and yet feels she could have become what her daughter does later. There's Fisher who shows how to blackmail and test the boundaries of selfishness, morals, and betrayal. Mazar, the gossip girl, that shows no mercy for what she says and whom she says it to. Leachman who plays Ryan's sassy housekeeper, she knows her place, when and where she's needed, and how to deliver a good one-liner. Finally there's MIdler, who plays Leah Miller, a crazy eclectic but wise Hollywood agent. She's the one character who gives Ryan's Mary an epiphany on who she truly is by discovering ""what do I want."" Despite Midler's scene stealing performance and memorable quotes, she was underused.<br /><br />But back to the film, together the women show the audience what it means to live in the 21st century without knowing exactly what you want until the time comes when you answer that very own question. It tackles feminism, what it means to be a woman (fierce, ruthless, bad-ass, tacky, smart, sly, clever, shy, proud, ashame, self-conscious, careless, beautiful, strong, independent); and also what it is that women want, why are women the way they are. It's funny, modern and by all means not a masterpiece. But the Bottom line is, it's worth the money and time to see veteran and younger actresses teach us all about women.",1
"In 2054 Paris, Avalon, a computer generated system, controls the city and when a young woman is kidnapped, detective Karas (Craig) must go against Avalon to find her.<br /><br />Renaissance is a splendid blend of film making mixed with a conceptual futuristic narrative that lights up the screen in a shocking manor with a noir themed ideology and conceptual montages that should delight many.<br /><br />Pixar are the animation masters. Their numerous Oscar winning films are endless from the charming Toy Story to the mystifying Wall-E and so any company or director has a real challenge to knock them of their perch. Renaissance isn't a film aimed for the young audience though, and like 2007's Persepolis, brings a strong and mature approach to the genre of animation to make an older and more challenging film to its targeted older generation.<br /><br />In 2005 Robert Rodriguez released a shockingly brilliant noir Sin City that shook up the whole usage of green screen with a splendid balance of filming in black and white with the odd spurts of colour and a year later, Christian Volckman took up a similar approach with this equally visually masterful stroke of film making.<br /><br />Volckman's picture however is a full on animation but it doesn't half look realistic for the majority of it's strong 1 hour and 40 minutes of running time. The faces of the character's are well portrayed and in particular, this film has got to be the finest ever for the usage of shadow. The fact we never know if its night or day is irrelevant when simply gazing into the stony faces as the shadows blend across their expressions. It is almost a clever use of pathetic fallacy, and is finely directed also.<br /><br />For anyone who has seen Persepolis you will have come to the conclusion it is one of the finest directed animations ever screened for the simple but highly conceptual artistic style by Marjane Satrapi<br /><br />Renaissance is equally on terms with that picture and in many instances rivals it with stronger graphics and a darker tone to reflect the mood. One scene in particular when Karas appears out of darkness is beautifully shot.<br /><br />The narrative revolves around a stubborn and nosey political government who keeps tabs on every citizen. The running of Paris is down to the mysterious Avalon which we don't see nearly enough to get an essence of its true dominance. Renaissance is controlling the narrative around a tired cop's attempts to rescue the mysterious woman, and then we see Craig's tired and boring cop attempt a rescue whilst battling with other elements. There are many things wrong with the scripting, not to mention the tired exasperated cop routine is now old, but there is plenty of dashing adrenaline and springy banter between characters to keep it alive right till a wonderfully shot shocking last couple of stages.",1
"Hilarious and low-budget comedy at it's best. This set of unique individual sketches with extensive self-referential humor is reminiscent of a really raunchy Kids in the Hall. Be prepared for some of the most random and recitation worthy lines, filled with ethnic slurs and awful language. Sex toys included!<br /><br />There should be more comedy like this around today. This collection of sketches on one DVD will warrant many viewings and reviewings in order to appreciate some of the parts. If you enjoyed The State and/or Wet Hot American Summer, get ready for some more glory. If you are even considering this for younger audiences I would say that every child on earth should see this.",1
"I'll say it again... one of the worst films ever made and it was made by the director that made one of my most, favorite films - ""Excalibur"". I was floored to see it got a grade of over six. This movie sucks. It looked terrible. It looked like it was shot in 18 days and Boorman must've been sleeping when he directed this. Arquette didn't do anything. Just plain terrible, rotten, unbearable and probably the only blemish in Boorman's celebrated career.<br /><br />1/10!!!!!",0
"I firmly believe that the best Oscar ceremony in recent years was in 2003 for two reasons: <br /><br />1 ) Host Steve Martin was at his most wittiest: "" I saw the teamsters help Michael Moore into the trunk of his limo "" and "" I'll better not mention the gay mafia in case I wake up with a poodle's head in my bed "" <br /><br />2 ) Surprise winners: No one had Adrien Brody down for best actor ( Genuine applause ) or Roman Polanski for best director ( Genuine jeers and boos ) but they won <br /><br />Last year's award ceremony wasn't too bad but there was little in the way of surprises and I was happy to see RETURN OF THE KING sweep the awards even if it wasn't the best in the trilogy ( FELLOWSHIP was much better )but what let the BBC coverage down was Jonathan Ross getting a few of his sycophantic mates round and pretending they were hilarious when they were anything but . So when I heard Sky were doing the coverage for British TV I was expecting Barry Norman and Mark Kermode to be doing the links , but instead we ended up with Jamie Theakston and Sharon Osbourne ! Oh gawd if British TV are desperate for film critics ( Obviously they are ) I'm sure both Bob The Moo and Theo Robertson will happily fly over to LA to give their honest opinions on the winners and losers <br /><br />Chris Rock wasn't too bad , but he's no Steve Martin while the location seemed to resemble a sports hall with seats put in ! Not much of a glitzy arena in my opinion . The main problem I had with the ceremony was the format with the "" minor "" Oscars handed out to the winners who were sitting in their seats ! There's no such thing as a "" minor "" Oscar and just because the award is for Best Animated Short or Best Costume Design they're as well deserved as Best Picture or Best Director . All the winners should be allowed to march up to the podium . What a bunch of arrogant snobs the Academy are becoming and I quite agree with the comments that this format is disgraceful and if it wasn't for the surprises this could possibly have been the worst ceremony in history . As for the awards themselves <br /><br />Best Supporting Actress - Cate Blanchett . No great surprise for a competitive category <br /><br />Best Supporting Actor - Morgan Freeman . No real complaints since Freeman is one of America's greatest living character actors <br /><br />Best Actor - Jamie Foxx . Most predictable award of the night . Yawn <br /><br />Best Actress - Hilary Swank . Major surprise since everyone thought Annette Benning was going to win simply down to academy politics but Swank did deserve it and gave the best speech of the night <br /><br />Best Director - Clint Eastwood . Major surprise since everyone thought Scorsese was going to get the award simply because he'd never won one . Actually I'm glad about this because if he didn't deserve it for TAXI DRIVER , RAGING BULL or GOODFELLAS he didn't deserve it for THE AVIATOR <br /><br />Best Film - MILLION DOLLAR BABY . Again another major surprise since everyone thought the academy would split the awards for best director and best picture while I thought the Hollywood friendly plot of THE AVIATOR would have made it a dead cert for Best Picture while MDB's controversial subject matter would have turned a lot of voters off <br /><br />What these awards perhaps illustrate is that this year the voters have decided to ignore Oscar politics and genuinely give out awards to people who deserve it something they haven't done in the past , I mean A BEAUTIFUL MIND beating THE FELLOWSHIP OF THE RING for gawd's sake ! And long may the academy vote with their heads instead of their hearts",0
"Ordinarily I really enjoy movies like ""Chances Are,"" but I wasn't quite satisfied with this one for a few reasons. The first half was pretty well done overall, with Alex Finch dying and being reincarnated in a new body (played by Robert Downey Jr.). He meets up with his wife (Cybill Shepherd) and friend (Ryan O'Neal) and his daughter, who is now grown up. The scenes with them meeting again and Downey rediscovering who he once was are well done, and there is a good amount of emotion and happiness once Shepherd finally believes its really her husband reincarnated, but from there the film goes downhill. There are several sex-related scenes that turned me off completely, especially Downey and Shepherd wanting to get together again despite the difference in their age now. After that, however, the film manages to end in the most satisfying way possible, considering the circumstances of the plot. I was disappointed because I did not expect the film to become so immoral by the end. There was great potential with this story, and the scenes in heaven are well done. There is a good theme song sung by Peter Cetera and Cher, but ultimately the film is not great. For a better, similar film, try ""Heaven Can Wait."" Decent, but I really kind of wish I hadn't seen it because of the scenes in the second half.<br /><br />*** out of ****",1
